shape,z,posx,posy,scale,angle,thickness,energy,curveX,curveY,spread1,spread2,hue_bias,lightness_bias,texture
stroke,4215,87.4,77.41,105.13,349.84,8.75,0.48,45.22,46.43,272.33,25.0,90.3,0.312,2.721
stroke,4216,10.55,30.01,130.41,219.9,5.43,0.35,-22.01,46.53,247.31,137.4,41.43,0.202,0.625
blob,4217,20.95,24.63,70.75,359.75,7.43,0.906,38.17,-7.0,107.44,145.91,120.0,0.053,4.342
wave,4218,87.88,68.71,51.81,51.89,11.69,0.35,-24.26,20.3,159.96,135.64,120.0,-0.247,0.588
spiral,4219,75.0,75.03,143.71,279.77,5.04,0.904,3.37,-81.21,243.5,122.89,-8.51,-0.038,0.916
cloud,4220,83.61,88.56,61.58,26.15,7.45,0.757,9.8,18.18,92.34,114.77,86.12,-0.094,0.709
splatter,4221,18.69,37.03,35.0,347.46,10.08,0.35,-19.6,-23.1,127.55,25.0,68.17,-0.092,1.457
splatter,4222,64.45,81.85,45.02,38.87,10.29,0.736,-46.99,-24.28,112.92,147.92,24.85,0.055,1.59
splatter,4223,16.48,27.77,64.09,141.91,7.96,0.442,16.08,-10.47,240.89,180.19,-13.69,-0.283,1.719
spiral,4224,33.02,9.14,107.39,54.79,8.65,0.654,-39.92,22.82,60.0,132.45,87.81,-0.062,3.377
stroke,4225,81.76,82.26,127.6,330.14,5.08,0.591,42.62,-38.4,110.59,53.31,-28.29,0.384,2.42
splatter,4226,39.05,34.64,51.44,63.72,8.38,0.837,31.89,40.59,151.3,57.71,50.93,0.392,1.516
splatter,4227,35.97,51.57,58.45,142.55,7.61,0.923,-19.99,-41.68,153.4,81.3,104.31,-0.024,1.759
stroke,4228,26.39,8.09,83.7,150.55,7.6,0.743,12.41,-30.59,106.63,118.69,42.21,0.324,1.428
splatter,4229,24.76,26.68,116.07,46.99,7.62,0.868,47.76,-61.62,159.48,146.44,33.7,0.161,1.833
spiral,4230,64.35,62.62,91.0,174.4,5.93,0.623,-7.29,0.2,106.47,139.24,34.78,0.133,3.467
cloud,4231,22.98,17.58,88.09,339.59,5.38,0.516,-13.8,-39.88,205.37,89.62,73.21,0.003,1.684
splatter,4232,68.62,75.86,73.5,318.0,11.77,0.653,-31.47,-59.85,95.79,27.11,-3.21,0.154,1.215
spiral,4233,24.1,37.53,88.35,44.54,7.65,0.638,-2.59,16.68,199.46,82.25,36.82,-0.186,3.027
splatter,4234,28.39,31.26,102.44,100.91,6.69,0.466,-9.4,6.16,167.63,76.92,41.42,0.097,1.205
wave,4235,88.01,84.79,50.47,145.3,3.4,0.827,-4.0,0.44,182.85,40.6,15.6,0.101,2.63
blob,4236,16.63,36.91,47.63,166.36,8.66,0.559,16.96,11.92,144.23,96.95,43.24,0.262,2.28
splatter,4237,90.31,75.8,121.66,125.71,6.07,0.674,-9.38,1.38,176.14,143.03,77.95,-0.449,1.639
splatter,4238,78.87,80.78,35.0,235.51,7.51,0.953,15.31,-10.9,130.54,138.72,-48.76,0.194,2.335
blob,4239,72.05,66.88,89.96,73.89,8.97,0.687,3.3,-14.68,224.61,89.43,31.27,0.103,0.899
cloud,4240,27.92,26.96,78.24,251.27,12.39,0.751,18.22,13.45,99.72,116.28,62.66,-0.127,0.657
wave,4241,75.56,54.97,86.09,136.46,8.76,0.886,1.66,9.23,60.0,161.7,17.2,-0.268,2.268
spiral,4242,22.67,31.02,53.89,336.6,11.18,0.567,-19.69,7.08,143.73,38.78,120.0,-0.001,1.726
stroke,4243,85.99,55.87,78.81,345.8,7.68,0.928,-38.59,-13.5,264.23,111.59,63.6,0.355,1.528
spiral,4244,87.8,75.54,35.81,329.8,6.89,0.536,-12.49,19.0,222.02,74.05,60.61,0.219,2.233
splatter,4245,67.3,52.31,149.28,165.61,8.01,0.35,2.58,16.55,168.07,62.48,120.0,-0.075,3.219
cloud,4246,32.75,31.12,117.16,139.96,7.01,0.8,-64.02,19.97,202.75,65.77,16.21,-0.231,0.98
wave,4247,77.96,62.21,71.15,184.07,7.8,0.612,-51.41,15.48,89.13,138.03,75.69,0.112,1.207
splatter,4248,18.55,47.36,62.08,56.88,6.31,0.417,-18.33,-58.18,145.85,99.79,-39.61,0.182,2.161
cloud,4249,22.56,34.69,127.99,157.23,8.36,0.875,-7.91,18.47,130.74,105.71,-19.97,0.074,0.873
blob,4250,33.51,10.08,51.65,298.33,5.94,0.373,4.83,16.03,195.02,78.23,89.85,0.327,1.076
stroke,4251,31.35,18.82,117.15,303.89,3.34,0.671,-40.89,-7.29,179.97,125.21,49.03,0.121,0.68
splatter,4252,80.8,88.15,88.66,243.32,8.91,0.693,8.62,3.41,158.69,114.41,90.57,-0.45,1.375
splatter,4253,15.48,29.37,87.01,49.31,6.8,0.926,13.55,-3.03,199.77,44.64,-15.77,-0.247,0.936
cloud,4254,77.34,70.95,76.84,343.97,8.17,0.706,18.72,-59.55,209.45,105.49,-50.41,0.227,3.247
stroke,4255,33.72,42.58,75.07,66.0,6.13,0.662,37.61,23.69,109.19,133.95,56.37,-0.314,1.636
cloud,4256,80.73,62.11,38.55,152.41,7.41,0.742,23.74,-4.03,95.52,52.18,11.94,0.392,1.066
cloud,4257,73.72,68.98,37.69,131.28,9.68,0.799,15.61,44.57,193.47,106.68,61.76,0.353,0.829
wave,4258,30.48,24.16,35.0,184.3,9.72,0.768,17.21,1.42,92.98,134.02,37.06,0.341,0.644
wave,4259,28.96,24.4,88.21,179.05,10.76,0.37,19.41,-19.51,60.0,25.0,60.98,-0.096,0.901
stroke,4260,22.59,32.38,117.82,161.99,9.8,0.699,17.31,-1.45,157.32,78.4,5.61,-0.182,0.784
wave,4261,38.26,28.31,117.96,270.52,7.63,0.918,5.84,41.57,104.8,150.9,-44.44,-0.004,0.947
stroke,4262,75.14,77.51,79.42,224.85,9.97,0.509,26.4,18.36,66.29,135.02,-9.01,0.044,1.854
stroke,4263,84.59,74.82,56.56,320.61,4.21,0.366,-52.32,-12.08,207.92,188.38,-13.41,-0.177,3.729
wave,4264,21.32,21.2,163.17,289.49,10.29,0.64,21.36,-23.96,132.05,129.08,35.03,0.117,0.732
spiral,4265,74.75,69.38,41.75,214.97,4.45,0.962,3.82,-18.12,218.95,143.21,88.68,-0.074,0.634
cloud,4266,34.2,36.71,72.18,173.82,3.91,0.683,-9.35,51.48,159.8,85.85,32.51,0.422,0.542
blob,4267,24.19,14.55,116.16,353.45,8.43,0.39,-26.8,-9.08,69.7,38.03,120.0,0.16,3.388
spiral,4268,23.23,23.58,80.75,75.03,10.54,0.489,19.2,-4.41,115.4,162.44,56.04,0.287,0.855
wave,4269,20.67,13.01,157.33,339.21,2.73,0.644,-34.53,42.4,165.76,82.59,-34.28,0.19,1.049
splatter,4270,90.04,75.29,83.39,281.95,8.34,0.591,-6.15,-0.44,100.89,122.99,-7.93,-0.228,1.193
splatter,4271,67.36,66.17,80.38,319.11,6.36,0.35,-4.13,-12.35,60.0,112.47,95.4,-0.295,1.308
spiral,4272,28.86,30.49,44.6,123.07,8.33,0.479,-10.95,17.95,180.56,28.07,78.72,0.099,3.643
wave,4273,26.99,29.11,74.25,315.21,8.84,0.424,-31.17,-8.68,145.35,58.85,71.27,-0.45,1.515
splatter,4274,12.12,31.89,60.55,27.8,10.82,0.481,-51.99,32.93,141.95,101.96,-58.93,0.011,0.646
splatter,4275,89.29,69.98,114.28,105.3,5.96,0.853,-31.85,-11.21,160.94,136.89,38.82,0.163,1.627
splatter,4276,64.53,82.52,90.65,255.49,3.65,0.784,12.93,8.31,179.71,46.42,37.49,0.089,0.82
wave,4277,72.01,73.58,118.51,228.52,5.71,0.78,16.29,1.75,163.37,174.27,61.94,0.083,2.818
blob,4278,82.1,76.31,36.68,287.85,6.35,0.838,-3.87,32.79,307.72,122.84,-48.56,0.084,1.488
splatter,4279,96.95,67.94,87.04,313.95,6.26,0.455,-2.59,-29.46,228.05,100.52,54.83,0.155,1.476
blob,4280,24.83,9.39,78.48,324.87,6.24,0.667,32.07,5.02,146.9,62.12,46.04,-0.349,1.382
wave,4281,86.54,73.22,74.68,93.52,7.33,0.515,-16.48,-10.23,221.71,114.41,2.83,-0.02,3.267
blob,4282,31.28,10.07,77.83,301.6,4.44,0.84,21.36,3.69,208.22,111.49,57.4,0.45,3.218
spiral,4283,12.13,16.76,86.51,28.31,8.85,0.948,-27.74,28.11,152.37,103.34,-5.4,0.234,1.342
splatter,4284,17.08,31.85,60.46,270.59,8.34,0.477,39.26,-63.32,160.72,46.6,52.55,-0.35,1.215
spiral,4285,25.25,40.19,82.79,76.43,9.81,0.721,17.97,-29.64,145.56,52.19,-53.47,-0.077,2.417
splatter,4286,28.6,33.95,77.48,295.49,10.37,0.35,-19.31,-39.03,232.07,58.82,5.9,-0.45,2.078
splatter,4287,78.28,59.34,60.09,299.55,3.41,0.35,10.17,-41.78,205.04,117.24,6.71,0.272,3.334
wave,4288,13.14,9.37,98.46,279.02,11.33,0.763,17.63,24.91,181.3,54.49,-15.67,-0.021,1.394
spiral,4289,28.45,39.18,35.0,268.2,10.47,0.559,16.6,-29.0,212.7,52.13,35.77,0.113,1.318
blob,4290,94.5,80.64,88.05,11.65,5.89,0.41,11.83,7.79,204.37,74.83,99.5,0.002,1.362
blob,4291,57.3,68.73,76.41,108.11,9.1,0.698,40.18,10.49,157.9,62.45,23.43,-0.063,3.4
spiral,4292,21.73,16.0,60.3,322.92,7.18,0.638,-46.63,-52.01,244.46,90.16,120.0,-0.23,1.589
spiral,4293,77.63,63.41,132.02,84.16,8.83,0.35,24.73,12.06,212.26,119.47,30.61,0.165,1.419
cloud,4294,35.61,29.08,217.66,145.28,6.77,0.82,31.66,-11.21,243.61,82.45,40.98,-0.137,0.909
cloud,4295,19.26,29.28,35.0,244.83,9.94,0.737,11.65,0.46,114.6,117.71,-36.94,0.346,1.457
cloud,4296,24.08,18.92,78.85,171.03,5.01,0.543,1.88,-33.84,63.96,90.24,2.56,0.15,1.138
stroke,4297,12.7,19.43,150.58,82.08,4.54,0.793,7.76,19.95,217.11,44.57,70.54,-0.017,1.176
stroke,4298,8.33,35.22,69.56,64.15,4.55,0.944,-23.17,-16.81,87.71,60.25,27.08,-0.011,1.173
stroke,4299,32.31,26.26,81.06,295.52,8.26,0.569,62.48,10.42,172.86,151.33,28.41,0.016,1.165
splatter,4300,81.29,83.32,53.82,135.88,4.4,0.675,-2.93,-15.16,220.22,85.72,40.28,0.253,0.911
splatter,4301,15.27,27.73,94.87,237.59,5.46,0.628,-17.01,-26.93,195.82,136.63,58.12,0.124,2.407
spiral,4302,23.32,26.29,112.64,63.44,6.44,0.835,5.93,-17.78,107.98,88.61,-15.65,0.043,0.655
splatter,4303,16.4,22.41,165.67,328.33,2.61,0.882,5.38,-4.17,158.6,27.57,54.2,-0.041,0.933
blob,4304,26.89,44.13,36.35,308.61,5.06,0.537,-37.37,-3.83,135.39,109.21,5.99,0.147,1.462
splatter,4305,74.84,71.69,103.55,288.6,9.59,0.35,-23.71,54.47,198.16,52.31,17.04,-0.012,1.546
splatter,4306,16.92,28.0,107.02,315.84,10.78,0.916,5.99,-26.88,80.23,169.26,-71.56,0.28,1.396
wave,4307,62.02,72.67,79.46,66.27,8.75,0.687,-20.39,-19.98,109.29,130.4,-59.39,0.299,0.568
spiral,4308,67.18,72.29,72.74,124.78,3.44,0.643,4.08,-21.16,144.15,98.57,80.53,0.048,1.024
splatter,4309,81.14,64.0,70.46,356.48,6.79,0.717,6.92,-36.34,209.14,72.16,59.25,0.371,0.657
stroke,4310,11.11,22.47,75.06,234.33,7.27,0.824,15.65,24.88,62.89,114.32,-86.57,0.266,0.926
spiral,4311,5.59,30.0,174.51,319.64,3.14,0.98,-22.13,-20.41,222.88,177.47,9.52,0.181,1.063
blob,4312,74.12,74.6,117.04,135.79,5.51,0.546,-12.92,8.07,160.61,92.09,21.49,-0.104,2.921
stroke,4313,25.12,31.25,111.84,0.58,6.78,0.417,8.02,5.84,148.25,167.3,106.64,-0.153,0.56
spiral,4314,83.69,73.79,78.01,312.58,6.27,0.55,-9.02,32.92,156.45,135.09,29.53,0.037,1.295
splatter,4315,88.37,83.41,85.97,319.18,6.06,0.526,29.38,9.56,121.18,84.93,74.59,0.093,2.479
wave,4316,94.89,80.72,198.8,186.65,9.58,0.804,-22.04,6.05,183.54,41.1,60.36,-0.205,0.829
splatter,4317,29.16,30.61,124.28,52.75,6.48,0.719,-7.68,-20.02,224.89,104.9,1.49,-0.204,1.097
cloud,4318,79.34,56.38,82.83,303.76,5.82,0.867,-42.46,-15.75,192.52,86.18,-69.75,0.178,2.194
stroke,4319,13.17,9.1,206.0,103.94,9.34,0.956,-15.97,24.43,218.54,135.86,-14.23,0.328,1.719
stroke,4320,68.3,66.89,64.01,142.09,8.01,0.735,24.76,-1.62,167.45,77.54,51.97,0.093,1.086
blob,4321,77.52,75.17,68.29,286.38,10.59,0.551,-3.07,-4.09,123.41,59.02,47.46,0.043,1.265
wave,4322,28.5,32.18,71.16,166.23,7.98,0.494,37.55,-45.55,94.71,151.31,15.79,0.296,1.367
stroke,4323,81.08,55.93,87.44,344.8,8.2,0.847,11.26,-16.58,176.22,114.56,46.68,-0.261,2.401
stroke,4324,15.66,23.33,117.23,198.44,8.11,0.709,33.51,-37.14,102.83,102.56,14.39,0.178,1.513
splatter,4325,70.46,67.39,48.26,81.77,7.81,0.371,2.79,1.21,216.31,78.59,0.73,0.185,1.924
spiral,4326,25.64,2.34,114.22,125.09,8.36,0.351,-6.6,2.84,253.27,128.94,-39.01,0.282,1.66
cloud,4327,86.26,83.31,127.83,331.88,9.35,0.796,0.67,-18.29,168.12,66.78,31.34,0.227,1.797
cloud,4328,21.17,28.99,152.49,227.28,8.66,0.48,-3.32,-6.42,114.13,91.02,7.83,-0.128,2.819
splatter,4329,8.41,30.45,84.16,177.84,9.03,0.595,3.55,6.08,95.45,25.0,-15.7,-0.095,2.622
spiral,4330,20.86,27.71,47.24,98.74,6.92,0.51,18.16,24.57,287.0,99.94,41.44,0.173,0.547
splatter,4331,8.24,22.45,42.07,144.57,7.66,0.856,-9.36,-23.7,240.88,57.6,-73.46,0.154,2.519
spiral,4332,27.8,26.57,130.17,234.73,6.6,0.608,-15.13,-21.61,203.23,123.74,120.0,0.45,0.884
cloud,4333,91.75,58.49,132.43,232.41,6.77,0.677,-2.83,12.97,160.31,75.97,84.42,0.256,1.098
spiral,4334,23.19,21.41,44.02,211.6,8.36,0.508,44.88,3.38,176.29,126.81,59.29,-0.3,1.133
stroke,4335,19.05,12.01,63.19,196.39,3.56,0.35,7.1,-9.57,232.96,121.75,43.84,-0.066,1.504
wave,4336,81.99,89.72,74.13,234.78,8.96,0.695,6.69,26.89,203.44,25.0,-11.34,-0.208,1.122
wave,4337,19.15,29.94,130.96,278.87,6.82,0.834,10.48,-24.99,83.06,55.98,-97.98,0.161,1.297
stroke,4338,81.09,82.61,113.07,255.84,11.28,0.537,5.07,-42.46,212.33,83.66,9.12,0.041,1.937
cloud,4339,83.31,85.43,62.95,337.61,7.86,0.645,38.99,37.87,266.19,137.77,86.76,-0.044,1.704
blob,4340,21.22,28.63,76.18,314.71,13.35,0.757,-8.62,27.02,128.83,131.93,-28.46,-0.063,0.77
wave,4341,34.9,27.34,49.69,192.86,6.49,0.387,12.45,-18.69,139.85,122.26,6.19,-0.023,1.568
splatter,4342,69.2,64.4,46.03,205.95,2.81,0.771,12.48,9.28,127.25,101.46,74.75,-0.17,1.107
splatter,4343,18.77,29.89,201.57,208.27,9.59,0.84,7.4,-0.26,161.76,162.42,75.71,0.009,2.916
spiral,4344,81.97,75.27,126.54,189.12,4.88,0.871,-25.82,7.39,116.39,110.33,46.15,0.45,0.658
cloud,4345,19.01,16.39,101.05,1.56,7.25,0.35,31.82,28.71,225.99,154.25,30.04,-0.017,0.502
splatter,4346,30.89,34.9,35.0,62.11,6.95,0.489,-20.08,1.3,89.0,71.31,3.04,0.075,0.673
stroke,4347,91.51,78.27,52.35,236.02,10.06,0.573,-47.29,28.43,211.72,122.87,11.24,-0.078,1.553
blob,4348,91.28,82.74,91.32,44.18,7.43,0.594,2.25,-28.39,201.31,127.9,34.2,0.45,0.518
blob,4349,69.13,85.12,112.09,213.74,8.84,0.871,45.95,47.42,73.2,92.27,120.0,-0.267,0.876
spiral,4350,77.19,59.62,127.6,321.66,6.38,0.838,-11.96,52.65,106.42,91.05,10.42,0.052,2.194
stroke,4351,29.79,29.36,95.87,221.47,6.47,0.779,-32.59,48.01,232.63,80.41,22.58,0.243,0.998
cloud,4352,88.11,77.84,65.91,74.06,8.94,0.852,13.22,-36.57,137.07,116.52,0.96,0.45,0.882
stroke,4353,75.65,62.09,72.91,68.4,8.85,0.35,-31.52,-9.68,256.6,125.16,120.0,0.297,1.825
cloud,4354,14.22,13.19,44.76,231.58,8.38,0.614,-7.03,-6.64,126.89,93.17,117.43,-0.118,2.595
cloud,4355,73.42,76.22,106.19,261.25,6.53,0.576,37.58,-38.53,180.47,62.34,120.0,0.327,0.894
spiral,4356,86.05,80.55,40.88,257.42,10.53,0.916,-18.09,-16.75,207.81,74.57,101.63,0.31,1.446
spiral,4357,17.8,19.77,69.05,249.72,8.02,0.488,8.45,51.06,171.34,25.0,92.76,0.08,4.133
stroke,4358,33.81,29.13,98.62,231.1,5.23,0.35,35.34,11.57,177.73,74.19,-42.51,-0.062,1.856
stroke,4359,75.2,58.91,106.79,70.69,4.99,0.851,17.23,4.98,180.38,86.15,28.68,0.088,0.881
splatter,4360,82.06,78.59,85.51,244.88,2.0,0.937,42.53,7.81,137.38,109.13,3.29,-0.45,0.901
wave,4361,84.5,75.99,73.31,67.67,7.42,0.422,-5.41,-2.49,155.89,81.66,12.59,-0.141,2.934
splatter,4362,74.24,81.33,147.05,288.74,8.24,0.886,-4.25,10.01,257.61,146.33,97.7,0.129,1.751
blob,4363,25.77,29.78,56.12,219.45,8.44,0.58,-45.65,-38.99,214.66,66.15,-12.8,0.317,1.728
stroke,4364,23.07,27.34,100.41,69.88,9.6,0.373,19.84,11.81,191.64,139.75,35.61,0.009,1.119
spiral,4365,70.48,61.09,92.25,335.86,7.43,0.956,-13.4,24.18,188.31,155.68,82.23,-0.146,2.198
blob,4366,85.69,80.64,87.42,165.69,8.23,0.364,-7.27,23.6,174.03,51.57,5.79,0.45,1.327
spiral,4367,17.75,31.7,35.0,38.61,4.04,0.496,60.06,-14.66,183.17,136.09,-6.03,0.038,1.774
cloud,4368,76.3,80.31,35.0,153.84,6.54,0.664,-39.2,-30.0,152.93,131.87,44.44,0.45,1.897
spiral,4369,81.14,69.47,63.12,274.8,9.83,0.787,0.13,-29.83,175.97,34.4,8.43,0.173,0.926
spiral,4370,85.83,56.99,80.3,167.05,8.39,0.665,-20.95,2.23,86.25,105.1,-20.49,-0.274,2.801
stroke,4371,68.92,65.23,78.63,134.13,8.58,0.863,-4.49,-14.74,88.81,91.26,67.52,-0.45,0.756
spiral,4372,89.18,84.77,81.0,328.29,8.1,0.536,-31.32,18.89,161.27,79.55,50.9,0.361,2.121
spiral,4373,18.3,18.1,212.13,98.61,3.0,0.808,51.39,-34.01,167.05,115.01,34.33,0.046,0.557
wave,4374,75.69,84.51,104.81,196.58,4.94,0.925,11.3,-6.99,119.45,73.24,54.34,-0.093,3.888
wave,4375,35.23,30.9,45.56,193.02,6.67,0.773,30.76,-20.27,154.04,72.2,120.0,0.117,1.441
stroke,4376,74.49,75.56,107.38,318.32,7.79,0.806,1.98,-7.47,117.85,56.68,16.56,0.319,2.604
cloud,4377,20.6,29.27,76.5,262.43,5.63,0.928,-23.73,-4.7,220.11,107.42,31.88,0.024,2.343
wave,4378,69.44,83.77,69.9,210.27,6.22,0.473,-15.22,8.75,159.7,155.29,-35.42,0.114,1.116
splatter,4379,84.25,52.99,69.77,309.44,5.07,0.35,52.56,9.64,319.62,109.18,-26.39,0.133,0.636
wave,4380,84.79,82.08,38.9,218.41,10.88,0.866,7.9,-40.03,162.89,99.68,6.54,0.082,1.835
splatter,4381,14.7,34.01,93.33,68.5,10.02,0.749,-2.44,5.78,132.08,35.37,-13.43,-0.071,3.163
blob,4382,66.32,55.21,79.44,53.35,4.65,0.77,-13.77,-42.2,220.97,74.41,51.5,0.073,2.032
wave,4383,14.66,31.0,70.0,260.27,4.23,0.905,31.49,8.0,151.8,80.97,-41.82,-0.004,1.643
stroke,4384,16.91,35.9,88.66,327.14,11.9,0.503,9.91,-54.66,197.66,81.05,-78.27,0.224,1.231
stroke,4385,32.02,34.75,75.93,353.78,10.25,0.762,12.95,16.02,122.67,70.2,-33.58,0.087,1.783
spiral,4386,81.78,60.25,88.05,309.58,9.64,0.764,7.33,-2.23,148.67,102.98,-11.66,-0.082,2.084
stroke,4387,67.12,70.05,107.11,303.86,5.21,0.637,5.58,43.47,62.59,149.15,8.08,0.053,3.198
splatter,4388,12.25,28.54,134.27,19.8,2.99,0.515,-3.84,-15.94,189.62,108.78,63.52,-0.158,1.132
stroke,4389,79.16,73.89,156.82,269.74,8.22,0.562,22.16,-35.99,293.16,66.57,40.07,0.29,1.999
cloud,4390,4.79,29.22,41.8,299.68,8.79,0.89,-8.2,-75.08,201.23,59.83,80.97,0.45,1.26
spiral,4391,79.24,77.64,115.63,44.74,4.15,0.727,27.44,-18.26,186.22,61.98,50.12,0.269,1.04
spiral,4392,26.9,36.32,63.08,246.95,9.08,0.806,-9.0,27.33,104.7,68.0,35.48,0.064,1.354
splatter,4393,83.6,72.08,91.26,75.08,4.56,0.557,4.68,-16.54,85.52,111.09,-26.78,-0.206,2.407
stroke,4394,18.61,50.75,76.94,348.28,12.48,0.948,23.67,29.56,200.77,147.33,-39.51,-0.115,1.764
wave,4395,37.03,33.72,55.3,200.56,7.84,0.457,-29.88,-21.29,235.56,74.28,85.37,0.027,1.757
cloud,4396,12.14,27.33,64.23,345.25,5.48,0.98,-39.86,2.31,175.44,57.41,-36.27,-0.052,2.43
spiral,4397,67.26,53.79,117.81,191.19,5.47,0.487,6.05,2.64,131.36,123.81,60.01,0.12,1.101
splatter,4398,95.29,67.65,91.73,45.47,7.45,0.741,-40.57,25.41,158.5,79.88,42.36,-0.051,1.699
splatter,4399,20.04,9.92,98.94,6.8,9.49,0.98,20.76,50.23,154.69,101.03,81.4,0.128,2.1
stroke,4400,82.5,74.27,142.13,55.71,8.01,0.478,24.85,5.47,189.92,119.5,40.37,0.332,2.532
wave,4401,26.45,13.16,53.46,179.46,4.41,0.664,-13.72,-7.02,224.62,88.63,1.99,0.176,1.216
stroke,4402,74.5,84.28,207.95,93.34,3.45,0.546,59.44,-10.46,114.29,65.27,10.69,0.137,2.291
splatter,4403,51.86,53.48,63.21,291.74,5.31,0.771,-64.47,21.64,194.61,25.0,-7.64,-0.102,2.079
stroke,4404,32.5,28.24,51.04,184.31,3.09,0.357,-40.42,25.53,237.57,146.16,98.33,-0.212,1.686
blob,4405,80.31,76.73,56.77,198.48,10.29,0.802,50.11,-23.18,142.57,97.75,42.97,0.261,0.695
stroke,4406,23.44,31.49,171.46,358.32,8.13,0.66,11.18,-14.18,209.29,62.4,53.05,0.084,0.551
stroke,4407,24.21,27.11,148.09,17.07,7.53,0.469,45.48,-6.46,141.24,40.83,-20.81,-0.002,2.032
cloud,4408,16.34,44.17,64.09,1.96,10.15,0.35,-3.99,-18.78,167.22,147.42,63.88,0.125,0.774
stroke,4409,28.44,21.08,70.8,158.41,11.65,0.376,8.16,-34.35,143.11,89.95,12.92,0.056,2.219
spiral,4410,21.47,31.52,84.82,46.13,9.51,0.607,-49.08,-46.65,130.12,52.6,-3.45,0.117,1.798
splatter,4411,9.8,43.84,52.6,247.12,9.05,0.541,17.57,-37.09,114.92,46.36,120.0,0.364,1.436
spiral,4412,72.67,62.2,54.26,174.06,8.5,0.465,-7.7,-19.95,172.08,103.32,61.45,-0.055,1.42
wave,4413,17.37,28.13,106.98,1.21,5.62,0.93,20.58,22.71,159.06,87.09,-43.72,-0.004,1.345
cloud,4414,23.09,37.98,50.88,334.76,11.67,0.826,-30.66,-39.48,212.74,108.42,42.51,-0.202,1.381
stroke,4415,84.33,86.11,35.0,337.85,5.06,0.616,-19.3,13.97,226.38,40.82,37.09,0.384,0.976
stroke,4416,20.49,41.23,80.62,80.98,5.25,0.751,24.39,21.49,180.72,150.08,87.38,0.175,1.414
wave,4417,81.0,73.74,99.32,254.5,7.36,0.559,-63.55,50.6,101.87,138.33,78.28,-0.011,1.218
spiral,4418,30.58,27.14,126.46,246.5,9.41,0.713,-11.15,-19.69,107.35,176.31,35.0,0.065,0.839
cloud,4419,67.54,63.21,128.99,48.89,7.86,0.682,-7.66,-18.59,77.97,25.0,18.2,-0.137,1.581
blob,4420,19.1,25.39,83.03,130.72,4.17,0.603,4.28,-26.87,112.3,134.0,-19.29,-0.234,1.785
splatter,4421,28.91,11.2,68.72,193.91,4.43,0.538,8.0,-14.92,125.31,39.17,-63.88,-0.211,1.732
wave,4422,86.18,69.44,103.76,321.07,4.4,0.503,-3.28,-21.8,230.93,99.9,15.74,0.387,1.708
splatter,4423,24.73,31.37,61.53,223.88,4.14,0.354,36.11,-8.31,84.32,66.55,112.09,-0.178,0.5
stroke,4424,19.65,24.82,59.18,139.37,9.48,0.35,15.19,-5.88,203.28,220.0,23.2,0.188,1.611
spiral,4425,61.57,82.38,44.83,243.28,5.16,0.819,-23.91,-31.68,161.15,94.01,29.4,-0.199,1.394
splatter,4426,23.8,22.5,108.54,7.92,8.3,0.598,45.67,-52.86,150.95,139.75,-35.46,-0.134,1.093
cloud,4427,26.76,15.26,39.39,284.2,12.92,0.578,22.77,-49.89,148.68,38.99,55.47,0.433,0.517
splatter,4428,31.15,23.07,100.83,358.67,6.27,0.633,-19.78,38.45,199.63,116.73,35.24,0.123,1.364
splatter,4429,20.96,19.23,94.31,56.7,5.26,0.911,3.03,-12.46,218.72,105.93,16.87,-0.015,1.368
spiral,4430,10.78,24.2,91.59,293.37,5.75,0.944,52.61,-30.59,78.65,86.52,-43.94,0.182,1.953
spiral,4431,85.72,71.16,97.64,103.43,8.26,0.35,-17.77,16.44,85.57,87.1,-12.33,0.282,1.24
cloud,4432,68.9,87.78,184.08,90.49,7.03,0.385,-2.27,-1.59,247.63,154.2,31.2,-0.403,2.161
blob,4433,83.78,79.13,105.66,331.15,6.99,0.364,-53.96,-7.76,123.76,41.7,39.9,-0.388,0.644
spiral,4434,82.56,65.76,174.1,306.7,6.86,0.848,-12.77,-55.19,115.27,99.8,-7.1,0.18,1.389
stroke,4435,68.16,74.17,83.12,332.19,10.75,0.943,61.16,-5.17,264.12,184.99,25.05,0.281,0.853
cloud,4436,87.9,74.24,55.31,345.67,10.66,0.732,-14.91,-71.56,181.48,92.24,-1.07,-0.354,1.345
splatter,4437,26.02,36.22,120.22,235.31,8.88,0.485,49.93,-1.29,236.58,88.91,113.74,-0.069,2.098
blob,4438,75.77,73.44,64.59,314.38,7.1,0.35,-13.68,-25.28,159.59,86.69,-4.39,0.205,2.535
wave,4439,73.53,70.88,118.93,26.92,4.81,0.827,29.2,10.93,142.76,123.95,116.58,0.291,2.671
cloud,4440,77.0,59.52,157.82,244.39,6.29,0.584,45.55,25.33,139.85,144.71,-34.34,-0.044,1.901
splatter,4441,17.27,30.94,50.67,155.38,6.28,0.482,-17.36,0.14,183.42,62.41,52.96,0.186,5.5
stroke,4442,18.2,36.61,74.7,154.16,8.65,0.639,-33.58,-1.35,95.39,167.94,34.92,0.45,1.768
wave,4443,22.93,50.07,82.63,255.68,5.34,0.585,19.28,34.69,172.88,109.47,96.13,-0.079,1.725
cloud,4444,65.91,64.66,176.14,287.38,7.03,0.956,8.66,50.75,214.12,94.74,48.56,0.109,1.389
